alpha_early,alpha_late,basespread,adjust_scale,max_order_early,max_order_late,profit
alpha_early,alpha_late,basespread,adjust_scale,max_order_early,max_order_late,profit
0.001,0.002,0.005,0.1,0.1,0.05,27.0
0.001,0.002,0.005,0.1,0.1,0.1,54.0
0.001,0.002,0.005,0.1,0.1,0.15,81.0
0.001,0.002,0.005,0.1,0.1,0.2,108.0
0.001,0.002,0.005,0.1,0.1,0.25,136.0
0.001,0.002,0.005,0.1,0.2,0.05,26.0
0.001,0.002,0.005,0.1,0.2,0.1,53.0
0.001,0.002,0.005,0.1,0.2,0.15,81.0
0.001,0.002,0.005,0.1,0.2,0.2,108.0
0.001,0.002,0.005,0.1,0.2,0.25,135.0
0.001,0.002,0.005,0.1,0.3,0.05,26.0
0.001,0.002,0.005,0.1,0.3,0.1,53.0
0.001,0.002,0.005,0.1,0.3,0.15,80.0
0.001,0.002,0.005,0.1,0.3,0.2,107.0
0.001,0.002,0.005,0.1,0.3,0.25,135.0
0.001,0.002,0.005,0.1,0.4,0.05,25.0
0.001,0.002,0.005,0.1,0.4,0.1,52.0
0.001,0.002,0.005,0.1,0.4,0.15,80.0
0.001,0.002,0.005,0.1,0.4,0.2,107.0
0.001,0.002,0.005,0.1,0.4,0.25,134.0
0.001,0.002,0.005,0.1,0.5,0.05,25.0
0.001,0.002,0.005,0.1,0.5,0.1,52.0
0.001,0.002,0.005,0.1,0.5,0.15,79.0
0.001,0.002,0.005,0.1,0.5,0.2,106.0
0.001,0.002,0.005,0.1,0.5,0.25,134.0
0.001,0.002,0.01,0.1,0.1,0.05,27.0
0.001,0.002,0.01,0.1,0.1,0.1,54.0
0.001,0.002,0.01,0.1,0.1,0.15,82.0
0.001,0.002,0.01,0.1,0.1,0.2,109.0
0.001,0.002,0.01,0.1,0.1,0.25,136.0
0.001,0.002,0.01,0.1,0.2,0.05,26.0
0.001,0.002,0.01,0.1,0.2,0.1,54.0
0.001,0.002,0.01,0.1,0.2,0.15,81.0
0.001,0.002,0.01,0.1,0.2,0.2,109.0
0.001,0.002,0.01,0.1,0.2,0.25,136.0
0.001,0.002,0.01,0.1,0.3,0.05,26.0
0.001,0.002,0.01,0.1,0.3,0.1,53.0
0.001,0.002,0.01,0.1,0.3,0.15,81.0
0.001,0.002,0.01,0.1,0.3,0.2,108.0
0.001,0.002,0.01,0.1,0.3,0.25,136.0
0.001,0.002,0.01,0.1,0.4,0.05,25.0
0.001,0.002,0.01,0.1,0.4,0.1,53.0
0.001,0.002,0.01,0.1,0.4,0.15,80.0
0.001,0.002,0.01,0.1,0.4,0.2,108.0
0.001,0.002,0.01,0.1,0.4,0.25,135.0
0.001,0.002,0.01,0.1,0.5,0.05,25.0
0.001,0.002,0.01,0.1,0.5,0.1,52.0
0.001,0.002,0.01,0.1,0.5,0.15,80.0
0.001,0.002,0.01,0.1,0.5,0.2,107.0
0.001,0.002,0.01,0.1,0.5,0.25,134.0
0.001,0.002,0.015,0.1,0.1,0.05,27.0
0.001,0.002,0.015,0.1,0.1,0.1,54.0
0.001,0.002,0.015,0.1,0.1,0.15,82.0
0.001,0.002,0.015,0.1,0.1,0.2,109.0
0.001,0.002,0.015,0.1,0.1,0.25,137.0
0.001,0.002,0.015,0.1,0.2,0.05,26.0
0.001,0.002,0.015,0.1,0.2,0.1,54.0
0.001,0.002,0.015,0.1,0.2,0.15,81.0
0.001,0.002,0.015,0.1,0.2,0.2,109.0
0.001,0.002,0.015,0.1,0.2,0.25,136.0
0.001,0.002,0.015,0.1,0.3,0.05,26.0
0.001,0.002,0.015,0.1,0.3,0.1,53.0
0.001,0.002,0.015,0.1,0.3,0.15,81.0
0.001,0.002,0.015,0.1,0.3,0.2,108.0
0.001,0.002,0.015,0.1,0.3,0.25,136.0
0.001,0.002,0.015,0.1,0.4,0.05,25.0
0.001,0.002,0.015,0.1,0.4,0.1,53.0
0.001,0.002,0.015,0.1,0.4,0.15,80.0
0.001,0.002,0.015,0.1,0.4,0.2,108.0
0.001,0.002,0.015,0.1,0.4,0.25,135.0
0.001,0.002,0.015,0.1,0.5,0.05,25.0
0.001,0.002,0.015,0.1,0.5,0.1,52.0
0.001,0.002,0.015,0.1,0.5,0.15,80.0
0.001,0.002,0.015,0.1,0.5,0.2,107.0
0.001,0.002,0.015,0.1,0.5,0.25,135.0
0.001,0.002,0.02,0.1,0.1,0.05,27.0
0.001,0.002,0.02,0.1,0.1,0.1,54.0
0.001,0.002,0.02,0.1,0.1,0.15,82.0
0.001,0.002,0.02,0.1,0.1,0.2,109.0
0.001,0.002,0.02,0.1,0.1,0.25,137.0
0.001,0.002,0.02,0.1,0.2,0.05,26.0
0.001,0.002,0.02,0.1,0.2,0.1,54.0
0.001,0.002,0.02,0.1,0.2,0.15,81.0
0.001,0.002,0.02,0.1,0.2,0.2,109.0
0.001,0.002,0.02,0.1,0.2,0.25,136.0
0.001,0.002,0.02,0.1,0.3,0.05,26.0
0.001,0.002,0.02,0.1,0.3,0.1,53.0
0.001,0.002,0.02,0.1,0.3,0.15,81.0
0.001,0.002,0.02,0.1,0.3,0.2,108.0
0.001,0.002,0.02,0.1,0.3,0.25,136.0
0.001,0.002,0.02,0.1,0.4,0.05,25.0
0.001,0.002,0.02,0.1,0.4,0.1,53.0
0.001,0.002,0.02,0.1,0.4,0.15,80.0
0.001,0.002,0.02,0.1,0.4,0.2,108.0
0.001,0.002,0.02,0.1,0.4,0.25,135.0
0.001,0.002,0.02,0.1,0.5,0.05,25.0
0.001,0.002,0.02,0.1,0.5,0.1,52.0
0.001,0.002,0.02,0.1,0.5,0.15,80.0
0.001,0.002,0.02,0.1,0.5,0.2,107.0
0.001,0.002,0.02,0.1,0.5,0.25,135.0
0.001,0.002,0.025,0.1,0.1,0.05,27.0
0.001,0.002,0.025,0.1,0.1,0.1,54.0
0.001,0.002,0.025,0.1,0.1,0.15,82.0
0.001,0.002,0.025,0.1,0.1,0.2,109.0
0.001,0.002,0.025,0.1,0.1,0.25,137.0
0.001,0.002,0.025,0.1,0.2,0.05,26.0
0.001,0.002,0.025,0.1,0.2,0.1,54.0
0.001,0.002,0.025,0.1,0.2,0.15,81.0
0.001,0.002,0.025,0.1,0.2,0.2,109.0
0.001,0.002,0.025,0.1,0.2,0.25,136.0
0.001,0.002,0.025,0.1,0.3,0.05,26.0
0.001,0.002,0.025,0.1,0.3,0.1,53.0
0.001,0.002,0.025,0.1,0.3,0.15,81.0
0.001,0.002,0.025,0.1,0.3,0.2,108.0
0.001,0.002,0.025,0.1,0.3,0.25,136.0
0.001,0.002,0.025,0.1,0.4,0.05,25.0
0.001,0.002,0.025,0.1,0.4,0.1,53.0
0.001,0.002,0.025,0.1,0.4,0.15,80.0
0.001,0.002,0.025,0.1,0.4,0.2,108.0
0.001,0.002,0.025,0.1,0.4,0.25,135.0
0.001,0.002,0.025,0.1,0.5,0.05,25.0
0.001,0.002,0.025,0.1,0.5,0.1,52.0
0.001,0.002,0.025,0.1,0.5,0.15,80.0
0.001,0.002,0.025,0.1,0.5,0.2,107.0
0.001,0.002,0.025,0.1,0.5,0.25,135.0
0.001,0.002,0.005,0.2,0.1,0.05,29.0
0.001,0.002,0.005,0.2,0.1,0.1,58.0
0.001,0.002,0.005,0.2,0.1,0.15,87.0
0.001,0.002,0.005,0.2,0.1,0.2,116.0
0.001,0.002,0.005,0.2,0.1,0.25,145.0
0.001,0.002,0.005,0.2,0.2,0.05,28.0
0.001,0.002,0.005,0.2,0.2,0.1,57.0
0.001,0.002,0.005,0.2,0.2,0.15,86.0
0.001,0.002,0.005,0.2,0.2,0.2,115.0
0.001,0.002,0.005,0.2,0.2,0.25,144.0
0.001,0.002,0.005,0.2,0.3,0.05,28.0
0.001,0.002,0.005,0.2,0.3,0.1,57.0
0.001,0.002,0.005,0.2,0.3,0.15,86.0
0.001,0.002,0.005,0.2,0.3,0.2,115.0
0.001,0.002,0.005,0.2,0.3,0.25,144.0
0.001,0.002,0.005,0.2,0.4,0.05,27.0
0.001,0.002,0.005,0.2,0.4,0.1,56.0
0.001,0.002,0.005,0.2,0.4,0.15,86.0
0.001,0.002,0.005,0.2,0.4,0.2,115.0
0.001,0.002,0.005,0.2,0.4,0.25,144.0
0.001,0.002,0.005,0.2,0.5,0.05,27.0
0.001,0.002,0.005,0.2,0.5,0.1,56.0
0.001,0.002,0.005,0.2,0.5,0.15,85.0
0.001,0.002,0.005,0.2,0.5,0.2,114.0
0.001,0.002,0.005,0.2,0.5,0.25,143.0
0.001,0.002,0.01,0.2,0.1,0.05,29.0
0.001,0.002,0.01,0.2,0.1,0.1,58.0
0.001,0.002,0.01,0.2,0.1,0.15,87.0
0.001,0.002,0.01,0.2,0.1,0.2,116.0
0.001,0.002,0.01,0.2,0.1,0.25,145.0
0.001,0.002,0.01,0.2,0.2,0.05,28.0
0.001,0.002,0.01,0.2,0.2,0.1,57.0
0.001,0.002,0.01,0.2,0.2,0.15,87.0
0.001,0.002,0.01,0.2,0.2,0.2,116.0
0.001,0.002,0.01,0.2,0.2,0.25,145.0
0.001,0.002,0.01,0.2,0.3,0.05,28.0
0.001,0.002,0.01,0.2,0.3,0.1,57.0
0.001,0.002,0.01,0.2,0.3,0.15,86.0
0.001,0.002,0.01,0.2,0.3,0.2,115.0
0.001,0.002,0.01,0.2,0.3,0.25,145.0
0.001,0.002,0.01,0.2,0.4,0.05,28.0
0.001,0.002,0.01,0.2,0.4,0.1,57.0
0.001,0.002,0.01,0.2,0.4,0.15,86.0
0.001,0.002,0.01,0.2,0.4,0.2,115.0
0.001,0.002,0.01,0.2,0.4,0.25,144.0
0.001,0.002,0.01,0.2,0.5,0.05,27.0
0.001,0.002,0.01,0.2,0.5,0.1,56.0
0.001,0.002,0.01,0.2,0.5,0.15,85.0
0.001,0.002,0.01,0.2,0.5,0.2,115.0
0.001,0.002,0.01,0.2,0.5,0.25,144.0
0.001,0.002,0.015,0.2,0.1,0.05,29.0
0.001,0.002,0.015,0.2,0.1,0.1,58.0
0.001,0.002,0.015,0.2,0.1,0.15,87.0
0.001,0.002,0.015,0.2,0.1,0.2,116.0
0.001,0.002,0.015,0.2,0.1,0.25,145.0
0.001,0.002,0.015,0.2,0.2,0.05,28.0
0.001,0.002,0.015,0.2,0.2,0.1,57.0
0.001,0.002,0.015,0.2,0.2,0.15,87.0
0.001,0.002,0.015,0.2,0.2,0.2,116.0
0.001,0.002,0.015,0.2,0.2,0.25,145.0
0.001,0.002,0.015,0.2,0.3,0.05,28.0
0.001,0.002,0.015,0.2,0.3,0.1,57.0
0.001,0.002,0.015,0.2,0.3,0.15,86.0
0.001,0.002,0.015,0.2,0.3,0.2,115.0
0.001,0.002,0.015,0.2,0.3,0.25,145.0
0.001,0.002,0.015,0.2,0.4,0.05,28.0
0.001,0.002,0.015,0.2,0.4,0.1,57.0
0.001,0.002,0.015,0.2,0.4,0.15,86.0
0.001,0.002,0.015,0.2,0.4,0.2,115.0
0.001,0.002,0.015,0.2,0.4,0.25,144.0
0.001,0.002,0.015,0.2,0.5,0.05,27.0
0.001,0.002,0.015,0.2,0.5,0.1,56.0
0.001,0.002,0.015,0.2,0.5,0.15,85.0
0.001,0.002,0.015,0.2,0.5,0.2,115.0
0.001,0.002,0.015,0.2,0.5,0.25,144.0
0.001,0.002,0.02,0.2,0.1,0.05,29.0
0.001,0.002,0.02,0.2,0.1,0.1,58.0
0.001,0.002,0.02,0.2,0.1,0.15,87.0
0.001,0.002,0.02,0.2,0.1,0.2,116.0
0.001,0.002,0.02,0.2,0.1,0.25,145.0
0.001,0.002,0.02,0.2,0.2,0.05,28.0
0.001,0.002,0.02,0.2,0.2,0.1,57.0
0.001,0.002,0.02,0.2,0.2,0.15,87.0
0.001,0.002,0.02,0.2,0.2,0.2,116.0
0.001,0.002,0.02,0.2,0.2,0.25,145.0
0.001,0.002,0.02,0.2,0.3,0.05,28.0
0.001,0.002,0.02,0.2,0.3,0.1,57.0
0.001,0.002,0.02,0.2,0.3,0.15,86.0
0.001,0.002,0.02,0.2,0.3,0.2,115.0
0.001,0.002,0.02,0.2,0.3,0.25,145.0
0.001,0.002,0.02,0.2,0.4,0.05,28.0
0.001,0.002,0.02,0.2,0.4,0.1,57.0
0.001,0.002,0.02,0.2,0.4,0.15,86.0
0.001,0.002,0.02,0.2,0.4,0.2,115.0
0.001,0.002,0.02,0.2,0.4,0.25,144.0
0.001,0.002,0.02,0.2,0.5,0.05,27.0
0.001,0.002,0.02,0.2,0.5,0.1,56.0
0.001,0.002,0.02,0.2,0.5,0.15,85.0
0.001,0.002,0.02,0.2,0.5,0.2,115.0
0.001,0.002,0.02,0.2,0.5,0.25,144.0
0.001,0.002,0.025,0.2,0.1,0.05,29.0
0.001,0.002,0.025,0.2,0.1,0.1,58.0
0.001,0.002,0.025,0.2,0.1,0.15,87.0
0.001,0.002,0.025,0.2,0.1,0.2,117.0
0.001,0.002,0.025,0.2,0.1,0.25,146.0
0.001,0.002,0.025,0.2,0.2,0.05,28.0
0.001,0.002,0.025,0.2,0.2,0.1,58.0
0.001,0.002,0.025,0.2,0.2,0.15,87.0
0.001,0.002,0.025,0.2,0.2,0.2,116.0
0.001,0.002,0.025,0.2,0.2,0.25,145.0
0.001,0.002,0.025,0.2,0.3,0.05,28.0
0.001,0.002,0.025,0.2,0.3,0.1,57.0
0.001,0.002,0.025,0.2,0.3,0.15,87.0
0.001,0.002,0.025,0.2,0.3,0.2,116.0
0.001,0.002,0.025,0.2,0.3,0.25,145.0
0.001,0.002,0.025,0.2,0.4,0.05,28.0
0.001,0.002,0.025,0.2,0.4,0.1,57.0
0.001,0.002,0.025,0.2,0.4,0.15,86.0
0.001,0.002,0.025,0.2,0.4,0.2,115.0
0.001,0.002,0.025,0.2,0.4,0.25,145.0
0.001,0.002,0.025,0.2,0.5,0.05,27.0
0.001,0.002,0.025,0.2,0.5,0.1,56.0
0.001,0.002,0.025,0.2,0.5,0.15,86.0
0.001,0.002,0.025,0.2,0.5,0.2,115.0
0.001,0.002,0.025,0.2,0.5,0.25,144.0
0.001,0.002,0.005,0.3,0.1,0.05,31.0
0.001,0.002,0.005,0.3,0.1,0.1,63.0
0.001,0.002,0.005,0.3,0.1,0.15,94.0
0.001,0.002,0.005,0.3,0.1,0.2,126.0
0.001,0.002,0.005,0.3,0.1,0.25,158.0
0.001,0.002,0.005,0.3,0.2,0.05,31.0
0.001,0.002,0.005,0.3,0.2,0.1,62.0
0.001,0.002,0.005,0.3,0.2,0.15,94.0
0.001,0.002,0.005,0.3,0.2,0.2,126.0
0.001,0.002,0.005,0.3,0.2,0.25,157.0
0.001,0.002,0.005,0.3,0.3,0.05,30.0
0.001,0.002,0.005,0.3,0.3,0.1,62.0
0.001,0.002,0.005,0.3,0.3,0.15,94.0
0.001,0.002,0.005,0.3,0.3,0.2,125.0
0.001,0.002,0.005,0.3,0.3,0.25,157.0
0.001,0.002,0.005,0.3,0.4,0.05,30.0
0.001,0.002,0.005,0.3,0.4,0.1,62.0
0.001,0.002,0.005,0.3,0.4,0.15,93.0
0.001,0.002,0.005,0.3,0.4,0.2,125.0
0.001,0.002,0.005,0.3,0.4,0.25,156.0
0.001,0.002,0.005,0.3,0.5,0.05,30.0
0.001,0.002,0.005,0.3,0.5,0.1,61.0
0.001,0.002,0.005,0.3,0.5,0.15,93.0
0.001,0.002,0.005,0.3,0.5,0.2,124.0
0.001,0.002,0.005,0.3,0.5,0.25,156.0
0.001,0.002,0.01,0.3,0.1,0.05,31.0
0.001,0.002,0.01,0.3,0.1,0.1,63.0
0.001,0.002,0.01,0.3,0.1,0.15,94.0
0.001,0.002,0.01,0.3,0.1,0.2,126.0
0.001,0.002,0.01,0.3,0.1,0.25,158.0
0.001,0.002,0.01,0.3,0.2,0.05,31.0
0.001,0.002,0.01,0.3,0.2,0.1,62.0
0.001,0.002,0.01,0.3,0.2,0.15,94.0
0.001,0.002,0.01,0.3,0.2,0.2,126.0
0.001,0.002,0.01,0.3,0.2,0.25,157.0
0.001,0.002,0.01,0.3,0.3,0.05,30.0
0.001,0.002,0.01,0.3,0.3,0.1,62.0
0.001,0.002,0.01,0.3,0.3,0.15,94.0
0.001,0.002,0.01,0.3,0.3,0.2,125.0
0.001,0.002,0.01,0.3,0.3,0.25,157.0
0.001,0.002,0.01,0.3,0.4,0.05,30.0
0.001,0.002,0.01,0.3,0.4,0.1,62.0
0.001,0.002,0.01,0.3,0.4,0.15,93.0
0.001,0.002,0.01,0.3,0.4,0.2,125.0
0.001,0.002,0.01,0.3,0.4,0.25,156.0
0.001,0.002,0.01,0.3,0.5,0.05,30.0
0.001,0.002,0.01,0.3,0.5,0.1,61.0
0.001,0.002,0.01,0.3,0.5,0.15,93.0
0.001,0.002,0.01,0.3,0.5,0.2,124.0
0.001,0.002,0.01,0.3,0.5,0.25,156.0
0.001,0.002,0.015,0.3,0.1,0.05,31.0
0.001,0.002,0.015,0.3,0.1,0.1,63.0
0.001,0.002,0.015,0.3,0.1,0.15,95.0
0.001,0.002,0.015,0.3,0.1,0.2,126.0
0.001,0.002,0.015,0.3,0.1,0.25,158.0
0.001,0.002,0.015,0.3,0.2,0.05,31.0
0.001,0.002,0.015,0.3,0.2,0.1,62.0
0.001,0.002,0.015,0.3,0.2,0.15,94.0
0.001,0.002,0.015,0.3,0.2,0.2,126.0
0.001,0.002,0.015,0.3,0.2,0.25,157.0
0.001,0.002,0.015,0.3,0.3,0.05,30.0
0.001,0.002,0.015,0.3,0.3,0.1,62.0
0.001,0.002,0.015,0.3,0.3,0.15,94.0
0.001,0.002,0.015,0.3,0.3,0.2,125.0
0.001,0.002,0.015,0.3,0.3,0.25,157.0
0.001,0.002,0.015,0.3,0.4,0.05,30.0
0.001,0.002,0.015,0.3,0.4,0.1,62.0
0.001,0.002,0.015,0.3,0.4,0.15,93.0
0.001,0.002,0.015,0.3,0.4,0.2,125.0
0.001,0.002,0.015,0.3,0.4,0.25,157.0
0.001,0.002,0.015,0.3,0.5,0.05,30.0
0.001,0.002,0.015,0.3,0.5,0.1,61.0
0.001,0.002,0.015,0.3,0.5,0.15,93.0
0.001,0.002,0.015,0.3,0.5,0.2,125.0
0.001,0.002,0.015,0.3,0.5,0.25,156.0
0.001,0.002,0.02,0.3,0.1,0.05,31.0
0.001,0.002,0.02,0.3,0.1,0.1,63.0
0.001,0.002,0.02,0.3,0.1,0.15,95.0
0.001,0.002,0.02,0.3,0.1,0.2,126.0
0.001,0.002,0.02,0.3,0.1,0.25,158.0
0.001,0.002,0.02,0.3,0.2,0.05,31.0
0.001,0.002,0.02,0.3,0.2,0.1,62.0
0.001,0.002,0.02,0.3,0.2,0.15,94.0
0.001,0.002,0.02,0.3,0.2,0.2,126.0
0.001,0.002,0.02,0.3,0.2,0.25,157.0
0.001,0.002,0.02,0.3,0.3,0.05,30.0
0.001,0.002,0.02,0.3,0.3,0.1,62.0
0.001,0.002,0.02,0.3,0.3,0.15,94.0
0.001,0.002,0.02,0.3,0.3,0.2,125.0
0.001,0.002,0.02,0.3,0.3,0.25,157.0
0.001,0.002,0.02,0.3,0.4,0.05,30.0
0.001,0.002,0.02,0.3,0.4,0.1,62.0
0.001,0.002,0.02,0.3,0.4,0.15,93.0
0.001,0.002,0.02,0.3,0.4,0.2,125.0
0.001,0.002,0.02,0.3,0.4,0.25,157.0
0.001,0.002,0.02,0.3,0.5,0.05,30.0
0.001,0.002,0.02,0.3,0.5,0.1,61.0
0.001,0.002,0.02,0.3,0.5,0.15,93.0
0.001,0.002,0.02,0.3,0.5,0.2,125.0
0.001,0.002,0.02,0.3,0.5,0.25,156.0
0.001,0.002,0.025,0.3,0.1,0.05,31.0
0.001,0.002,0.025,0.3,0.1,0.1,63.0
0.001,0.002,0.025,0.3,0.1,0.15,95.0
0.001,0.002,0.025,0.3,0.1,0.2,126.0
0.001,0.002,0.025,0.3,0.1,0.25,158.0
0.001,0.002,0.025,0.3,0.2,0.05,31.0
0.001,0.002,0.025,0.3,0.2,0.1,62.0
0.001,0.002,0.025,0.3,0.2,0.15,94.0
0.001,0.002,0.025,0.3,0.2,0.2,126.0
0.001,0.002,0.025,0.3,0.2,0.25,157.0
0.001,0.002,0.025,0.3,0.3,0.05,30.0
0.001,0.002,0.025,0.3,0.3,0.1,62.0
0.001,0.002,0.025,0.3,0.3,0.15,94.0
0.001,0.002,0.025,0.3,0.3,0.2,125.0
0.001,0.002,0.025,0.3,0.3,0.25,157.0
0.001,0.002,0.025,0.3,0.4,0.05,30.0
0.001,0.002,0.025,0.3,0.4,0.1,62.0
0.001,0.002,0.025,0.3,0.4,0.15,93.0
0.001,0.002,0.025,0.3,0.4,0.2,125.0
0.001,0.002,0.025,0.3,0.4,0.25,157.0
0.001,0.002,0.025,0.3,0.5,0.05,30.0
0.001,0.002,0.025,0.3,0.5,0.1,61.0
0.001,0.002,0.025,0.3,0.5,0.15,93.0
0.001,0.002,0.025,0.3,0.5,0.2,125.0
0.001,0.002,0.025,0.3,0.5,0.25,156.0
0.001,0.002,0.005,0.4,0.1,0.05,32.0
0.001,0.002,0.005,0.4,0.1,0.1,65.0
0.001,0.002,0.005,0.4,0.1,0.15,97.0
0.001,0.002,0.005,0.4,0.1,0.2,130.0
0.001,0.002,0.005,0.4,0.1,0.25,162.0
0.001,0.002,0.005,0.4,0.2,0.05,32.0
0.001,0.002,0.005,0.4,0.2,0.1,65.0
0.001,0.002,0.005,0.4,0.2,0.15,97.0
0.001,0.002,0.005,0.4,0.2,0.2,130.0
0.001,0.002,0.005,0.4,0.2,0.25,162.0
0.001,0.002,0.005,0.4,0.3,0.05,32.0
0.001,0.002,0.005,0.4,0.3,0.1,65.0
0.001,0.002,0.005,0.4,0.3,0.15,97.0
0.001,0.002,0.005,0.4,0.3,0.2,130.0
0.001,0.002,0.005,0.4,0.3,0.25,162.0
0.001,0.002,0.005,0.4,0.4,0.05,32.0
0.001,0.002,0.005,0.4,0.4,0.1,65.0
0.001,0.002,0.005,0.4,0.4,0.15,97.0
0.001,0.002,0.005,0.4,0.4,0.2,130.0
0.001,0.002,0.005,0.4,0.4,0.25,162.0
0.001,0.002,0.005,0.4,0.5,0.05,32.0
0.001,0.002,0.005,0.4,0.5,0.1,65.0
0.001,0.002,0.005,0.4,0.5,0.15,97.0
0.001,0.002,0.005,0.4,0.5,0.2,130.0
0.001,0.002,0.005,0.4,0.5,0.25,162.0
0.001,0.002,0.01,0.4,0.1,0.05,32.0
0.001,0.002,0.01,0.4,0.1,0.1,65.0
0.001,0.002,0.01,0.4,0.1,0.15,97.0
0.001,0.002,0.01,0.4,0.1,0.2,130.0
0.001,0.002,0.01,0.4,0.1,0.25,162.0
0.001,0.002,0.01,0.4,0.2,0.05,32.0
0.001,0.002,0.01,0.4,0.2,0.1,65.0
0.001,0.002,0.01,0.4,0.2,0.15,97.0
0.001,0.002,0.01,0.4,0.2,0.2,130.0
0.001,0.002,0.01,0.4,0.2,0.25,162.0
0.001,0.002,0.01,0.4,0.3,0.05,32.0
0.001,0.002,0.01,0.4,0.3,0.1,65.0
0.001,0.002,0.01,0.4,0.3,0.15,97.0
0.001,0.002,0.01,0.4,0.3,0.2,130.0
0.001,0.002,0.01,0.4,0.3,0.25,162.0
0.001,0.002,0.01,0.4,0.4,0.05,32.0
0.001,0.002,0.01,0.4,0.4,0.1,65.0
0.001,0.002,0.01,0.4,0.4,0.15,97.0
0.001,0.002,0.01,0.4,0.4,0.2,130.0
0.001,0.002,0.01,0.4,0.4,0.25,162.0
0.001,0.002,0.01,0.4,0.5,0.05,32.0
0.001,0.002,0.01,0.4,0.5,0.1,65.0
0.001,0.002,0.01,0.4,0.5,0.15,97.0
0.001,0.002,0.01,0.4,0.5,0.2,130.0
0.001,0.002,0.01,0.4,0.5,0.25,162.0
0.001,0.002,0.015,0.4,0.1,0.05,32.0
0.001,0.002,0.015,0.4,0.1,0.1,65.0
0.001,0.002,0.015,0.4,0.1,0.15,97.0
0.001,0.002,0.015,0.4,0.1,0.2,130.0
0.001,0.002,0.015,0.4,0.1,0.25,162.0
0.001,0.002,0.015,0.4,0.2,0.05,32.0
0.001,0.002,0.015,0.4,0.2,0.1,65.0
0.001,0.002,0.015,0.4,0.2,0.15,97.0
0.001,0.002,0.015,0.4,0.2,0.2,130.0
0.001,0.002,0.015,0.4,0.2,0.25,162.0
0.001,0.002,0.015,0.4,0.3,0.05,32.0
0.001,0.002,0.015,0.4,0.3,0.1,65.0
0.001,0.002,0.015,0.4,0.3,0.15,97.0
0.001,0.002,0.015,0.4,0.3,0.2,130.0
0.001,0.002,0.015,0.4,0.3,0.25,162.0
0.001,0.002,0.015,0.4,0.4,0.05,32.0
0.001,0.002,0.015,0.4,0.4,0.1,65.0
0.001,0.002,0.015,0.4,0.4,0.15,97.0
0.001,0.002,0.015,0.4,0.4,0.2,130.0
0.001,0.002,0.015,0.4,0.4,0.25,162.0
0.001,0.002,0.015,0.4,0.5,0.05,32.0
0.001,0.002,0.015,0.4,0.5,0.1,65.0
0.001,0.002,0.015,0.4,0.5,0.15,97.0
0.001,0.002,0.015,0.4,0.5,0.2,130.0
0.001,0.002,0.015,0.4,0.5,0.25,162.0
0.001,0.002,0.02,0.4,0.1,0.05,33.0
0.001,0.002,0.02,0.4,0.1,0.1,65.0
0.001,0.002,0.02,0.4,0.1,0.15,98.0
0.001,0.002,0.02,0.4,0.1,0.2,130.0
0.001,0.002,0.02,0.4,0.1,0.25,163.0
0.001,0.002,0.02,0.4,0.2,0.05,33.0
0.001,0.002,0.02,0.4,0.2,0.1,65.0
0.001,0.002,0.02,0.4,0.2,0.15,98.0
0.001,0.002,0.02,0.4,0.2,0.2,130.0
0.001,0.002,0.02,0.4,0.2,0.25,163.0
0.001,0.002,0.02,0.4,0.3,0.05,33.0
0.001,0.002,0.02,0.4,0.3,0.1,65.0
0.001,0.002,0.02,0.4,0.3,0.15,98.0
0.001,0.002,0.02,0.4,0.3,0.2,130.0
0.001,0.002,0.02,0.4,0.3,0.25,163.0
0.001,0.002,0.02,0.4,0.4,0.05,33.0
0.001,0.002,0.02,0.4,0.4,0.1,65.0
0.001,0.002,0.02,0.4,0.4,0.15,98.0
0.001,0.002,0.02,0.4,0.4,0.2,130.0
0.001,0.002,0.02,0.4,0.4,0.25,163.0
0.001,0.002,0.02,0.4,0.5,0.05,33.0
0.001,0.002,0.02,0.4,0.5,0.1,65.0
0.001,0.002,0.02,0.4,0.5,0.15,98.0
0.001,0.002,0.02,0.4,0.5,0.2,130.0
0.001,0.002,0.02,0.4,0.5,0.25,163.0
0.001,0.002,0.025,0.4,0.1,0.05,32.0
0.001,0.002,0.025,0.4,0.1,0.1,65.0
0.001,0.002,0.025,0.4,0.1,0.15,97.0
0.001,0.002,0.025,0.4,0.1,0.2,130.0
0.001,0.002,0.025,0.4,0.1,0.25,162.0
0.001,0.002,0.025,0.4,0.2,0.05,32.0
0.001,0.002,0.025,0.4,0.2,0.1,65.0
0.001,0.002,0.025,0.4,0.2,0.15,97.0
0.001,0.002,0.025,0.4,0.2,0.2,130.0
0.001,0.002,0.025,0.4,0.2,0.25,162.0
0.001,0.002,0.025,0.4,0.3,0.05,32.0
0.001,0.002,0.025,0.4,0.3,0.1,65.0
0.001,0.002,0.025,0.4,0.3,0.15,97.0
0.001,0.002,0.025,0.4,0.3,0.2,130.0
0.001,0.002,0.025,0.4,0.3,0.25,162.0
0.001,0.002,0.025,0.4,0.4,0.05,32.0
0.001,0.002,0.025,0.4,0.4,0.1,65.0
0.001,0.002,0.025,0.4,0.4,0.15,97.0
0.001,0.002,0.025,0.4,0.4,0.2,130.0
0.001,0.002,0.025,0.4,0.4,0.25,162.0
0.001,0.002,0.025,0.4,0.5,0.05,32.0
0.001,0.002,0.025,0.4,0.5,0.1,65.0
